NodeName,isCyber,isPhysical,isSocial,ArchitectureLayer
KWP Carrier 006 - Freight Equipment,0,1,0,Physical
KWP Carrier 007 - Freight Equipment,0,1,0,Physical
KWP Carrier 008 - Freight Equipment,0,1,0,Physical
KWP Carrier 009 - Freight Equipment,0,1,0,Physical
KWP Carrier 010 - Freight Equipment,0,1,0,Physical
KlMo Cont 01 - Freight Equipment,0,1,0,Physical
KlMo Cont 02 - Freight Equipment,0,1,0,Physical
KlMo Cont 03 - Freight Equipment,0,1,0,Physical
KlMo Cont 04 - Freight Equipment,0,1,0,Physical
KlMo Cont 05 - Freight Equipment,0,1,0,Physical
KlMo Cont 06 - Freight Equipment,0,1,0,Physical
KlMo Cont 07 - Freight Equipment,0,1,0,Physical
KlMo Cont 08 - Freight Equipment,0,1,0,Physical
KlMo Cont 09 - Freight Equipment,0,1,0,Physical
KlMo Cont 10 - Freight Equipment,0,1,0,Physical
KlMo Cont 11 - Freight Equipment,0,1,0,Physical
KlMo Cont 12 - Freight Equipment,0,1,0,Physical
KlMo Cont 13 - Freight Equipment,0,1,0,Physical
KlMo Cont 14 - Freight Equipment,0,1,0,Physical
KlMo Cont 15 - Freight Equipment,0,1,0,Physical
Ram Log x1 - Freight Equipment,0,1,0,Physical
Ram Log x2 - Freight Equipment,0,1,0,Physical
Ram Log x3 - Freight Equipment,0,1,0,Physical
Ram Log x4 - Freight Equipment,0,1,0,Physical
Ram Log x5 - Freight Equipment,0,1,0,Physical
Ram Log x6 - Freight Equipment,0,1,0,Physical
Ram Log x7 - Freight Equipment,0,1,0,Physical
Ram Log x8 - Freight Equipment,0,1,0,Physical
Ram Log x9 - Freight Equipment,0,1,0,Physical
Ram Log x10 - Freight Equipment,0,1,0,Physical
BT FlatPack 01 - Freight Equipment,0,1,0,Physical
BT FlatPack 02 - Freight Equipment,0,1,0,Physical
BT FlatPack 03 - Freight Equipment,0,1,0,Physical
BT FlatPack 04 - Freight Equipment,0,1,0,Physical
BT FlatPack 05 - Freight Equipment,0,1,0,Physical
BT FlatPack 06 - Freight Equipment,0,1,0,Physical
BT FlatPack 07 - Freight Equipment,0,1,0,Physical
BT FlatPack 08 - Freight Equipment,0,1,0,Physical
BT FlatPack 09 - Freight Equipment,0,1,0,Physical
BT FlatPack 10 - Freight Equipment,0,1,0,Physical
BT FlatPack 11 - Freight Equipment,0,1,0,Physical
BT FlatPack 12 - Freight Equipment,0,1,0,Physical
FuelContainer 001 - Freight Equipment,0,1,0,Physical
FuelContainer 002 - Freight Equipment,0,1,0,Physical
FuelContainer 003 - Freight Equipment,0,1,0,Physical
FuelContainer 004 - Freight Equipment,0,1,0,Physical
FuelContainer 005 - Freight Equipment,0,1,0,Physical
FuelContainer 006 - Freight Equipment,0,1,0,Physical
FuelContainer 007 - Freight Equipment,0,1,0,Physical
FuelContainer 008 - Freight Equipment,0,1,0,Physical
FuelContainer 009 - Freight Equipment,0,1,0,Physical
FuelContainer 010 - Freight Equipment,0,1,0,Physical
FuelContainer 011 - Freight Equipment,0,1,0,Physical
FuelContainer 012 - Freight Equipment,0,1,0,Physical
FuelContainer 013 - Freight Equipment,0,1,0,Physical
FuelContainer 014 - Freight Equipment,0,1,0,Physical
FuelContainer 015 - Freight Equipment,0,1,0,Physical
FuelContainer 016 - Freight Equipment,0,1,0,Physical
FuelContainer 017 - Freight Equipment,0,1,0,Physical
FuelContainer 018 - Freight Equipment,0,1,0,Physical
FuelContainer 019 - Freight Equipment,0,1,0,Physical
FuelContainer 020 - Freight Equipment,0,1,0,Physical
