Source,InformationFlow,Destination,SourceLayer,DestLayer
Map Update System,parking facility geometry,Connected Vehicle Roadside Equipment,Physical,Physical
Map Update System,parking facility geometry,Parking Area Equipment,Physical,Physical
Map Update System,map updates,Traveler Support Equipment,Physical,Physical
Map Update System,pathway map updates,Traveler Support Equipment,Physical,Physical
Map Update System,map updates,Center,Physical,Physical
Map Update System,intersection geometry,Center,Physical,Physical
Map Update System,map operator updates,MAP GIS Operator,Physical,Physical
Map Update System,map update coordination,Other Map Update Systems,Physical,Physical
Map Update System,map updates,Personal,Physical,Physical
Map Update System,intersection geometry,Personal,Physical,Physical
Map Update System,pathway map updates,Personal,Physical,Physical
Other Vehicles,vehicle location and motion,Vehicle,Physical,Physical
Other Vehicles,intersection infringement info,Vehicle,Physical,Physical
Other Vehicles,vehicle profile,Vehicle,Physical,Physical
Other Vehicles,vehicle environmental data,Vehicle,Physical,Physical
Other Vehicles,vehicle control event,Vehicle,Physical,Physical
Other Vehicles,vehicle platoon coordination,Vehicle,Physical,Physical
Other Vehicles,emergency notification,Vehicle,Physical,Physical
Other Vehicles,emergency acknowledge,Vehicle,Physical,Physical
Other Vehicles,emergency notification relay,Vehicle,Physical,Physical
Other Vehicles,vehicle path prediction,Vehicle,Physical,Physical
Other Vehicles,vehicle hazard event,Vehicle,Physical,Physical
Other Vehicles,vehicle cluster coordination,Vehicle,Physical,Physical
Other Vehicles,wrong way vehicle detected,Vehicle,Physical,Physical
Other Vehicles,map update sharing,Vehicle,Physical,Physical
Other Vehicles,vehicle maneuver coordination,Vehicle,Physical,Physical
Other Vehicles,detected unequipped vehicles and VRUs,Vehicle,Physical,Physical
Other Vehicles,detected obstacles,Vehicle,Physical,Physical
Other Vehicles,vehicle location and motion,Connected Vehicle Roadside Equipment,Physical,Physical
Traffic Management Center,traffic images,Maint and Constr Management Center,Physical,Physical
Traffic Management Center,road network conditions,Maint and Constr Management Center,Physical,Physical
Traffic Management Center,incident information,Maint and Constr Management Center,Physical,Physical
Traffic Management Center,traffic control priority status,Maint and Constr Management Center,Physical,Physical
Traffic Management Center,transportation operational strategies,Maint and Constr Management Center,Physical,Physical
Traffic Management Center,road network status assessment,Maint and Constr Management Center,Physical,Physical
Traffic Management Center,environmental conditions data,Maint and Constr Management Center,Physical,Physical
Traffic Management Center,maint and constr resource request,Maint and Constr Management Center,Physical,Physical
Traffic Management Center,work plan feedback,Maint and Constr Management Center,Physical,Physical
Traffic Management Center,field device coordination,Maint and Constr Management Center,Physical,Physical
Traffic Management Center,traffic image meta data,Maint and Constr Management Center,Physical,Physical
Traffic Management Center,speed monitoring control,ITS Roadway Equipment,Physical,Physical
Traffic Management Center,traffic detector control,ITS Roadway Equipment,Physical,Physical
Traffic Management Center,traffic metering control,ITS Roadway Equipment,Physical,Physical
Traffic Management Center,roadway dynamic signage data,ITS Roadway Equipment,Physical,Physical
Traffic Management Center,video surveillance control,ITS Roadway Equipment,Physical,Physical
Traffic Management Center,lane management control,ITS Roadway Equipment,Physical,Physical
Traffic Management Center,variable speed limit control,ITS Roadway Equipment,Physical,Physical
Traffic Management Center,environmental sensor control,ITS Roadway Equipment,Physical,Physical
Traffic Management Center,infrastructure restriction warning control,ITS Roadway Equipment,Physical,Physical
Traffic Management Center,mixed use safety warning control,ITS Roadway Equipment,Physical,Physical
Traffic Management Center,rail crossing request,ITS Roadway Equipment,Physical,Physical
Traffic Management Center,rail crossing control data,ITS Roadway Equipment,Physical,Physical
Traffic Management Center,stop sign gap assist control,ITS Roadway Equipment,Physical,Physical
Traffic Management Center,signal control commands,ITS Roadway Equipment,Physical,Physical
Traffic Management Center,signal control device configuration,ITS Roadway Equipment,Physical,Physical
Traffic Management Center,signal control plans,ITS Roadway Equipment,Physical,Physical
Traffic Management Center,signal system configuration,ITS Roadway Equipment,Physical,Physical
Traffic Management Center,lighting system control data,ITS Roadway Equipment,Physical,Physical
Traffic Management Center,roadway warning system control,ITS Roadway Equipment,Physical,Physical
Traffic Management Center,barrier system control,ITS Roadway Equipment,Physical,Physical
Traffic Management Center,infrastructure monitoring sensor control,ITS Roadway Equipment,Physical,Physical
Traffic Management Center,reversible lane control,ITS Roadway Equipment,Physical,Physical
Traffic Management Center,safeguard system control,ITS Roadway Equipment,Physical,Physical
Traffic Management Center,shoulder management control,ITS Roadway Equipment,Physical,Physical
Traffic Management Center,passive vehicle monitoring control,ITS Roadway Equipment,Physical,Physical
Traffic Management Center,roadway advisory radio data,ITS Roadway Equipment,Physical,Physical
Traffic Management Center,signal enforcement device control,ITS Roadway Equipment,Physical,Physical
Traffic Management Center,speed warning application info,Connected Vehicle Roadside Equipment,Physical,Physical
Traffic Management Center,restricted lanes application info,Connected Vehicle Roadside Equipment,Physical,Physical
Traffic Management Center,road weather advisory info,Connected Vehicle Roadside Equipment,Physical,Physical
Traffic Management Center,infrastructure restriction warning info,Connected Vehicle Roadside Equipment,Physical,Physical
Traffic Management Center,intersection safety application info,Connected Vehicle Roadside Equipment,Physical,Physical
Traffic Management Center,stop sign gap assist info,Connected Vehicle Roadside Equipment,Physical,Physical
Traffic Management Center,rail crossing application info,Connected Vehicle Roadside Equipment,Physical,Physical
Traffic Management Center,vehicle signage application info,Connected Vehicle Roadside Equipment,Physical,Physical
Traffic Management Center,intersection management application info,Connected Vehicle Roadside Equipment,Physical,Physical
Traffic Management Center,speed management application information,Connected Vehicle Roadside Equipment,Physical,Physical
Traffic Management Center,traffic metering application info,Connected Vehicle Roadside Equipment,Physical,Physical
Traffic Management Center,lighting management application info,Connected Vehicle Roadside Equipment,Physical,Physical
Traffic Management Center,automated lane control data,Connected Vehicle Roadside Equipment,Physical,Physical
Traffic Management Center,queue warning application information,Connected Vehicle Roadside Equipment,Physical,Physical
Traffic Management Center,controlled zone application info,Connected Vehicle Roadside Equipment,Physical,Physical
Traffic Management Center,traffic monitoring application info,Connected Vehicle Roadside Equipment,Physical,Physical
Traffic Management Center,situation data collection parameters,Connected Vehicle Roadside Equipment,Physical,Physical
Traffic Management Center,road closure application info,Connected Vehicle Roadside Equipment,Physical,Physical
Traffic Management Center,cooperative cruise control application data,Connected Vehicle Roadside Equipment,Physical,Physical
Traffic Management Center,environmental monitoring application info,Connected Vehicle Roadside Equipment,Physical,Physical
Traffic Management Center,intermodal freight traffic information,Intermodal Terminal,Physical,Physical
Traffic Management Center,road network conditions,Fleet and Freight Management Center,Physical,Physical
Traffic Management Center,traffic images,Transportation Information Center,Physical,Physical
Traffic Management Center,road network conditions,Transportation Information Center,Physical,Physical
Traffic Management Center,intersection status,Transportation Information Center,Physical,Physical
Traffic Management Center,speed management information,Transportation Information Center,Physical,Physical
Traffic Management Center,automated lane control data,Transportation Information Center,Physical,Physical
Traffic Management Center,transportation operational strategies,Transportation Information Center,Physical,Physical
Traffic Management Center,incident information for public,Transportation Information Center,Physical,Physical
Traffic Management Center,traffic control information,Transportation Information Center,Physical,Physical
Traffic Management Center,lane closure information,Transportation Information Center,Physical,Physical
Traffic Management Center,reduced speed warning info,Transportation Information Center,Physical,Physical
Traffic Management Center,restricted lanes information,Transportation Information Center,Physical,Physical
Traffic Management Center,traffic image meta data,Transportation Information Center,Physical,Physical
Traffic Management Center,traffic images,Transit Management Center,Physical,Physical
Traffic Management Center,road network conditions,Transit Management Center,Physical,Physical
Traffic Management Center,incident information,Transit Management Center,Physical,Physical
Traffic Management Center,traffic control priority status,Transit Management Center,Physical,Physical
Traffic Management Center,transportation operational strategies,Transit Management Center,Physical,Physical
Traffic Management Center,dynamic bus lane status,Transit Management Center,Physical,Physical
Traffic Management Center,traffic image meta data,Transit Management Center,Physical,Physical
Traffic Management Center,traffic operator data,Traffic Operations Personnel,Physical,Physical
Traffic Management Center,road network conditions,Emissions Management Center,Physical,Physical
Traffic Management Center,low emissions zone coordination,Emissions Management Center,Physical,Physical
Traffic Management Center,transportation operational strategies,Emissions Management Center,Physical,Physical
Traffic Management Center,road network environmental situation data,Weather Service System,Physical,Physical
Traffic Management Center,environmental conditions data,Weather Service System,Physical,Physical
Traffic Management Center,road network environmental situation data,Surface Transportation Weather Service,Physical,Physical
Traffic Management Center,environmental conditions data,Surface Transportation Weather Service,Physical,Physical
Traffic Management Center,traffic archive data,Archived Data System,Physical,Physical
Traffic Management Center,lane violation notification,Enforcement Center,Physical,Physical
Traffic Management Center,current lane restrictions,Enforcement Center,Physical,Physical
Traffic Management Center,request for enforcement,Enforcement Center,Physical,Physical
Traffic Management Center,service patrol dispatch request,Emergency Vehicle OBE,Physical,Physical
Traffic Management Center,traffic images,Other Traffic Management Centers,Physical,Physical
Traffic Management Center,road network conditions,Other Traffic Management Centers,Physical,Physical
Traffic Management Center,device data,Other Traffic Management Centers,Physical,Physical
Traffic Management Center,device status,Other Traffic Management Centers,Physical,Physical
Traffic Management Center,incident information,Other Traffic Management Centers,Physical,Physical
Traffic Management Center,device control request,Other Traffic Management Centers,Physical,Physical
Traffic Management Center,transportation operational strategies,Other Traffic Management Centers,Physical,Physical
Traffic Management Center,emergency traffic coordination,Other Traffic Management Centers,Physical,Physical
Traffic Management Center,traffic image meta data,Other Traffic Management Centers,Physical,Physical
Traffic Management Center,transportation operational strategies,Payment Administration Center,Physical,Physical
Traffic Management Center,event confirmation,Event Promoter System,Physical,Physical
Traffic Management Center,transportation operational strategies,Event Promoter System,Physical,Physical
Traffic Management Center,traffic images,Emergency Management Center,Physical,Physical
Traffic Management Center,road network conditions,Emergency Management Center,Physical,Physical
Traffic Management Center,incident information,Emergency Management Center,Physical,Physical
Traffic Management Center,emergency traffic control information,Emergency Management Center,Physical,Physical
Traffic Management Center,transportation operational strategies,Emergency Management Center,Physical,Physical
Traffic Management Center,emergency plan coordination,Emergency Management Center,Physical,Physical
Traffic Management Center,road network status assessment,Emergency Management Center,Physical,Physical
Traffic Management Center,emergency routes,Emergency Management Center,Physical,Physical
Traffic Management Center,alert status,Emergency Management Center,Physical,Physical
Traffic Management Center,incident response status,Emergency Management Center,Physical,Physical
Traffic Management Center,resource deployment status,Emergency Management Center,Physical,Physical
Traffic Management Center,resource request,Emergency Management Center,Physical,Physical
Traffic Management Center,traffic image meta data,Emergency Management Center,Physical,Physical
Traffic Management Center,wrong way vehicle notification,Emergency Management Center,Physical,Physical
Traffic Management Center,rail crossing advisories,Rail Operations Center,Physical,Physical
Traffic Management Center,traffic images,Media,Physical,Physical
Traffic Management Center,traffic information for media,Media,Physical,Physical
Traffic Management Center,traffic image meta data,Media,Physical,Physical
Traffic Management Center,traffic images,Border Inspection System,Physical,Physical
Traffic Management Center,border incident information,Border Inspection System,Physical,Physical
Traffic Management Center,traffic image meta data,Border Inspection System,Physical,Physical
Traffic Management Center,road network conditions,Commercial Vehicle Administration Center,Physical,Physical
Traffic Management Center,multimodal crossing inhibit,Multimodal Crossing Equipment,Physical,Physical
Traffic Management Center,threat information,Alerting and Advisory System,Physical,Physical
Traffic Management Center,transportation operational strategies,Parking Management Center,Physical,Physical
Traffic Management Center,parking traffic information,Parking Management Center,Physical,Physical
Maint and Constr Management Center,current infrastructure restrictions,Map Update System,Physical,Physical
Maint and Constr Management Center,road weather information,Traffic Management Center,Physical,Physical
Maint and Constr Management Center,current infrastructure restrictions,Traffic Management Center,Physical,Physical
Maint and Constr Management Center,work zone information,Traffic Management Center,Physical,Physical
Maint and Constr Management Center,incident information,Traffic Management Center,Physical,Physical
Maint and Constr Management Center,traffic control priority request,Traffic Management Center,Physical,Physical
Maint and Constr Management Center,roadway maintenance status,Traffic Management Center,Physical,Physical
Maint and Constr Management Center,maint and constr work plans,Traffic Management Center,Physical,Physical
Maint and Constr Management Center,road network status assessment,Traffic Management Center,Physical,Physical
Maint and Constr Management Center,environmental conditions data,Traffic Management Center,Physical,Physical
Maint and Constr Management Center,maint and constr resource response,Traffic Management Center,Physical,Physical
Maint and Constr Management Center,field device coordination,Traffic Management Center,Physical,Physical
Maint and Constr Management Center,speed monitoring control,ITS Roadway Equipment,Physical,Physical
Maint and Constr Management Center,traffic detector control,ITS Roadway Equipment,Physical,Physical
Maint and Constr Management Center,roadway dynamic signage data,ITS Roadway Equipment,Physical,Physical
Maint and Constr Management Center,video surveillance control,ITS Roadway Equipment,Physical,Physical
Maint and Constr Management Center,environmental sensor control,ITS Roadway Equipment,Physical,Physical
Maint and Constr Management Center,work zone warning device control,ITS Roadway Equipment,Physical,Physical
Maint and Constr Management Center,barrier system control,ITS Roadway Equipment,Physical,Physical
Maint and Constr Management Center,infrastructure monitoring sensor control,ITS Roadway Equipment,Physical,Physical
Maint and Constr Management Center,roadway treatment system control,ITS Roadway Equipment,Physical,Physical
Maint and Constr Management Center,roadway advisory radio data,ITS Roadway Equipment,Physical,Physical
Maint and Constr Management Center,speed warning application info,Connected Vehicle Roadside Equipment,Physical,Physical
Maint and Constr Management Center,work zone safety application info,Connected Vehicle Roadside Equipment,Physical,Physical
Maint and Constr Management Center,vehicle signage application info,Connected Vehicle Roadside Equipment,Physical,Physical
Maint and Constr Management Center,environmental monitoring application info,Connected Vehicle Roadside Equipment,Physical,Physical
Maint and Constr Management Center,infrastructure safety warning,Connected Vehicle Roadside Equipment,Physical,Physical
Maint and Constr Management Center,road weather information,Transportation Information Center,Physical,Physical
Maint and Constr Management Center,current infrastructure restrictions,Transportation Information Center,Physical,Physical
Maint and Constr Management Center,work zone information,Transportation Information Center,Physical,Physical
Maint and Constr Management Center,roadway maintenance status,Transportation Information Center,Physical,Physical
Maint and Constr Management Center,maint and constr work plans,Transportation Information Center,Physical,Physical
Maint and Constr Management Center,lane closure information,Transportation Information Center,Physical,Physical
Maint and Constr Management Center,environmental conditions data,Transportation Information Center,Physical,Physical
Maint and Constr Management Center,infrastructure safety warning,Transportation Information Center,Physical,Physical
Maint and Constr Management Center,road weather information,Transit Management Center,Physical,Physical
Maint and Constr Management Center,current infrastructure restrictions,Transit Management Center,Physical,Physical
Maint and Constr Management Center,work zone information,Transit Management Center,Physical,Physical
Maint and Constr Management Center,roadway maintenance status,Transit Management Center,Physical,Physical
Maint and Constr Management Center,maint and constr work plans,Transit Management Center,Physical,Physical
Maint and Constr Management Center,maint and constr work plans,Alternate Mode Transportation Center,Physical,Physical
Maint and Constr Management Center,road weather information,Weather Service System,Physical,Physical
Maint and Constr Management Center,environmental conditions data,Weather Service System,Physical,Physical
Maint and Constr Management Center,road weather information,Surface Transportation Weather Service,Physical,Physical
Maint and Constr Management Center,environmental conditions data,Surface Transportation Weather Service,Physical,Physical
Maint and Constr Management Center,road treatment data,Surface Transportation Weather Service,Physical,Physical
Maint and Constr Management Center,environmental sensor control,Maint and Constr Vehicle OBE,Physical,Physical
Maint and Constr Management Center,work zone warning device control,Maint and Constr Vehicle OBE,Physical,Physical
Maint and Constr Management Center,maint and constr dispatch information,Maint and Constr Vehicle OBE,Physical,Physical
Maint and Constr Management Center,maint and constr vehicle system control,Maint and Constr Vehicle OBE,Physical,Physical
Maint and Constr Management Center,asset location safety warning,Maint and Constr Vehicle OBE,Physical,Physical
Maint and Constr Management Center,maint and constr archive data,Archived Data System,Physical,Physical
Maint and Constr Management Center,request for enforcement,Enforcement Center,Physical,Physical
Maint and Constr Management Center,maint and constr operations information presentation,Maint and Constr Center Personnel,Physical,Physical
Maint and Constr Management Center,road weather information,Emergency Management Center,Physical,Physical
Maint and Constr Management Center,current infrastructure restrictions,Emergency Management Center,Physical,Physical
Maint and Constr Management Center,work zone information,Emergency Management Center,Physical,Physical
Maint and Constr Management Center,incident information,Emergency Management Center,Physical,Physical
Maint and Constr Management Center,roadway maintenance status,Emergency Management Center,Physical,Physical
Maint and Constr Management Center,maint and constr work plans,Emergency Management Center,Physical,Physical
Maint and Constr Management Center,emergency plan coordination,Emergency Management Center,Physical,Physical
Maint and Constr Management Center,road network status assessment,Emergency Management Center,Physical,Physical
Maint and Constr Management Center,alert status,Emergency Management Center,Physical,Physical
Maint and Constr Management Center,maint and constr resource response,Emergency Management Center,Physical,Physical
Maint and Constr Management Center,road weather information,Rail Operations Center,Physical,Physical
Maint and Constr Management Center,maint and constr work plans,Rail Operations Center,Physical,Physical
Maint and Constr Management Center,road weather information,Media,Physical,Physical
Maint and Constr Management Center,work zone information,Media,Physical,Physical
Maint and Constr Management Center,roadway maintenance status,Media,Physical,Physical
Maint and Constr Management Center,maint and constr work plans,Media,Physical,Physical
Maint and Constr Management Center,current infrastructure restrictions,Commercial Vehicle Administration Center,Physical,Physical
Maint and Constr Management Center,equipment maintenance status,Center,Physical,Physical
Maint and Constr Management Center,special vehicle restricted use information,Center,Physical,Physical
Maint and Constr Management Center,storage facility request,Storage Facility Data Acquisition System,Physical,Physical
Maint and Constr Management Center,maint and constr work performance,Maint and Constr Administrative Systems,Physical,Physical
Maint and Constr Management Center,maint and constr administrative request,Maint and Constr Administrative Systems,Physical,Physical
Maint and Constr Management Center,road weather information,Other Maint and Constr Mgmt Centers,Physical,Physical
Maint and Constr Management Center,work zone information,Other Maint and Constr Mgmt Centers,Physical,Physical
Maint and Constr Management Center,roadway maintenance status,Other Maint and Constr Mgmt Centers,Physical,Physical
Maint and Constr Management Center,maint and constr resource coordination,Other Maint and Constr Mgmt Centers,Physical,Physical
Maint and Constr Management Center,work plan coordination,Other Maint and Constr Mgmt Centers,Physical,Physical
Maint and Constr Management Center,asset status update,Asset Management System,Physical,Physical
Maint and Constr Management Center,asset inventory locations,Asset Management System,Physical,Physical
Maint and Constr Management Center,maint and constr fleet information,Equipment Repair Facility,Physical,Physical
Maint and Constr Management Center,METR coordination,METR System,Physical,Physical
Maint and Constr Management Center,METR TCD discrepancy status,METR System,Physical,Physical
Maint and Constr Management Center,asset location safety warning,Personnel Device,Physical,Physical
Maint and Constr Management Center,METR coordination,METR Regulation System,Physical,Physical
Maint and Constr Management Center,METR TCD discrepancy status,METR Regulation System,Physical,Physical
ITS Roadway Equipment,driver information,Driver,Physical,Physical
ITS Roadway Equipment,speed monitoring information,Traffic Management Center,Physical,Physical
ITS Roadway Equipment,traffic detector data,Traffic Management Center,Physical,Physical
ITS Roadway Equipment,traffic images,Traffic Management Center,Physical,Physical
ITS Roadway Equipment,traffic metering status,Traffic Management Center,Physical,Physical
ITS Roadway Equipment,roadway dynamic signage status,Traffic Management Center,Physical,Physical
ITS Roadway Equipment,lane management information,Traffic Management Center,Physical,Physical
ITS Roadway Equipment,variable speed limit status,Traffic Management Center,Physical,Physical
ITS Roadway Equipment,environmental sensor data,Traffic Management Center,Physical,Physical
ITS Roadway Equipment,mixed use safety warning status,Traffic Management Center,Physical,Physical
ITS Roadway Equipment,infrastructure restriction warning status,Traffic Management Center,Physical,Physical
ITS Roadway Equipment,rail crossing status,Traffic Management Center,Physical,Physical
ITS Roadway Equipment,rail crossing blockage notification,Traffic Management Center,Physical,Physical
ITS Roadway Equipment,signal control status,Traffic Management Center,Physical,Physical
ITS Roadway Equipment,stop sign gap assist status,Traffic Management Center,Physical,Physical
ITS Roadway Equipment,lighting system status,Traffic Management Center,Physical,Physical
ITS Roadway Equipment,right-of-way request notification,Traffic Management Center,Physical,Physical
ITS Roadway Equipment,roadway warning system status,Traffic Management Center,Physical,Physical
ITS Roadway Equipment,barrier system status,Traffic Management Center,Physical,Physical
ITS Roadway Equipment,infrastructure monitoring sensor data,Traffic Management Center,Physical,Physical
ITS Roadway Equipment,reversible lane status,Traffic Management Center,Physical,Physical
ITS Roadway Equipment,safeguard system status,Traffic Management Center,Physical,Physical
ITS Roadway Equipment,shoulder management information,Traffic Management Center,Physical,Physical
ITS Roadway Equipment,signal fault data,Traffic Management Center,Physical,Physical
ITS Roadway Equipment,passive vehicle monitoring data,Traffic Management Center,Physical,Physical
ITS Roadway Equipment,wrong way vehicle detected,Traffic Management Center,Physical,Physical
ITS Roadway Equipment,roadway advisory radio status,Traffic Management Center,Physical,Physical
ITS Roadway Equipment,traffic image meta data,Traffic Management Center,Physical,Physical
ITS Roadway Equipment,signal enforcement device status,Traffic Management Center,Physical,Physical
ITS Roadway Equipment,speed monitoring information,Maint and Constr Management Center,Physical,Physical
ITS Roadway Equipment,traffic detector data,Maint and Constr Management Center,Physical,Physical
ITS Roadway Equipment,traffic images,Maint and Constr Management Center,Physical,Physical
ITS Roadway Equipment,roadway dynamic signage status,Maint and Constr Management Center,Physical,Physical
ITS Roadway Equipment,environmental sensor data,Maint and Constr Management Center,Physical,Physical
ITS Roadway Equipment,work zone warning status,Maint and Constr Management Center,Physical,Physical
ITS Roadway Equipment,barrier system status,Maint and Constr Management Center,Physical,Physical
ITS Roadway Equipment,infrastructure monitoring sensor data,Maint and Constr Management Center,Physical,Physical
ITS Roadway Equipment,roadway treatment system status,Maint and Constr Management Center,Physical,Physical
ITS Roadway Equipment,roadway advisory radio status,Maint and Constr Management Center,Physical,Physical
ITS Roadway Equipment,traffic image meta data,Maint and Constr Management Center,Physical,Physical
ITS Roadway Equipment,roadway dynamic signage status,Connected Vehicle Roadside Equipment,Physical,Physical
ITS Roadway Equipment,environmental sensor data,Connected Vehicle Roadside Equipment,Physical,Physical
ITS Roadway Equipment,infrastructure restriction warning,Connected Vehicle Roadside Equipment,Physical,Physical
ITS Roadway Equipment,mixed use crossing status,Connected Vehicle Roadside Equipment,Physical,Physical
ITS Roadway Equipment,arriving train information,Connected Vehicle Roadside Equipment,Physical,Physical
ITS Roadway Equipment,traffic gap information,Connected Vehicle Roadside Equipment,Physical,Physical
ITS Roadway Equipment,work zone warning notification,Connected Vehicle Roadside Equipment,Physical,Physical
ITS Roadway Equipment,track status,Connected Vehicle Roadside Equipment,Physical,Physical
ITS Roadway Equipment,vehicle entries and exits,Connected Vehicle Roadside Equipment,Physical,Physical
ITS Roadway Equipment,intersection control status,Connected Vehicle Roadside Equipment,Physical,Physical
ITS Roadway Equipment,vehicle signage local data,Connected Vehicle Roadside Equipment,Physical,Physical
ITS Roadway Equipment,conflict monitor status,Connected Vehicle Roadside Equipment,Physical,Physical
ITS Roadway Equipment,barrier system status,Connected Vehicle Roadside Equipment,Physical,Physical
ITS Roadway Equipment,incident scene warning notification,Connected Vehicle Roadside Equipment,Physical,Physical
ITS Roadway Equipment,reduced speed warning info,Connected Vehicle Roadside Equipment,Physical,Physical
ITS Roadway Equipment,wrong way vehicle detected,Connected Vehicle Roadside Equipment,Physical,Physical
ITS Roadway Equipment,field equipment status for METR,Connected Vehicle Roadside Equipment,Physical,Physical
ITS Roadway Equipment,detected unequipped vehicles and VRUs,Connected Vehicle Roadside Equipment,Physical,Physical
ITS Roadway Equipment,detected obstacles,Connected Vehicle Roadside Equipment,Physical,Physical
ITS Roadway Equipment,driver information,Commercial Vehicle Driver,Physical,Physical
ITS Roadway Equipment,driver information,Transit Vehicle Operator,Physical,Physical
ITS Roadway Equipment,transit vehicle operator signal indications,Transit Vehicle Operator,Physical,Physical
ITS Roadway Equipment,air quality sensor data,Emissions Management Center,Physical,Physical
ITS Roadway Equipment,vehicle emissions data,Emissions Management Center,Physical,Physical
ITS Roadway Equipment,noise data,Emissions Management Center,Physical,Physical
ITS Roadway Equipment,environmental sensor data,Weather Service System,Physical,Physical
ITS Roadway Equipment,environmental sensor data,Surface Transportation Weather Service,Physical,Physical
ITS Roadway Equipment,traffic detector data,Maint and Constr Vehicle OBE,Physical,Physical
ITS Roadway Equipment,traffic images,Maint and Constr Vehicle OBE,Physical,Physical
ITS Roadway Equipment,roadway dynamic signage status,Maint and Constr Vehicle OBE,Physical,Physical
ITS Roadway Equipment,environmental sensor data,Maint and Constr Vehicle OBE,Physical,Physical
