NodeName,isCyber,isPhysical,isSocial,ArchitectureLayer
Personnel Device 02,1,1,0,Physical
Personnel Device 03,1,1,0,Physical
Personnel Device 04,1,1,0,Physical
Personnel Device 05,1,1,0,Physical
Personnel Device 06,1,1,0,Physical
Personnel Device 07,1,1,0,Physical
Personnel Device 08,1,1,0,Physical
Personnel Device 09,1,1,0,Physical
Personnel Device 10,1,1,0,Physical
Personnel Device 11,1,1,0,Physical
Personnel Device 12,1,1,0,Physical
Personnel Device 13,1,1,0,Physical
Personnel Device 14,1,1,0,Physical
Personnel Device 15,1,1,0,Physical
Personnel Device 16,1,1,0,Physical
Personnel Device 17,1,1,0,Physical
Personnel Device 18,1,1,0,Physical
Personnel Device 19,1,1,0,Physical
Personnel Device 20,1,1,0,Physical
Personnel Device 21,1,1,0,Physical
Personnel Device 22,1,1,0,Physical
Personnel Device 23,1,1,0,Physical
Personnel Device 24,1,1,0,Physical
Personnel Device 25,1,1,0,Physical
Personnel Device 26,1,1,0,Physical
Personnel Device 27,1,1,0,Physical
Personnel Device 28,1,1,0,Physical
Personnel Device 29,1,1,0,Physical
Personnel Device 30,1,1,0,Physical
Personnel Device 31,1,1,0,Physical
Personnel Device 32,1,1,0,Physical
Personnel Device 33,1,1,0,Physical
Personnel Device 34,1,1,0,Physical
Personnel Device 35,1,1,0,Physical
Personnel Device 36,1,1,0,Physical
Personnel Device 37,1,1,0,Physical
Personnel Device 38,1,1,0,Physical
Personnel Device 39,1,1,0,Physical
Personnel Device 40,1,1,0,Physical
Personnel Device 41,1,1,0,Physical
Personnel Device 42,1,1,0,Physical
Personnel Device 43,1,1,0,Physical
Personnel Device 44,1,1,0,Physical
Personnel Device 45,1,1,0,Physical
Personnel Device 46,1,1,0,Physical
Personnel Device 47,1,1,0,Physical
Personnel Device 48,1,1,0,Physical
Personnel Device 49,1,1,0,Physical
Personnel Device 50,1,1,0,Physical
Personnel Device 51,1,1,0,Physical
Personnel Device 52,1,1,0,Physical
Personnel Device 53,1,1,0,Physical
Personnel Device 54,1,1,0,Physical
Personnel Device 55,1,1,0,Physical
Personnel Device 56,1,1,0,Physical
Personnel Device 57,1,1,0,Physical
Personnel Device 58,1,1,0,Physical
Personnel Device 59,1,1,0,Physical
Personnel Device 60,1,1,0,Physical
