Source,InformationFlow,Destination,SourceLayer,DestLayer
Bangkok Emergency Management Center,decision support information,Bangkok Emergency Vehicle OBE 01,Physical,Physical
Bangkok Emergency Management Center,decision support information,Bangkok Emergency Vehicle OBE 02,Physical,Physical
Bangkok Emergency Management Center,decision support information,Bangkok Emergency Vehicle OBE 03,Physical,Physical
Bangkok Emergency Management Center,decision support information,Bangkok Emergency Vehicle OBE 04,Physical,Physical
Bangkok Emergency Management Center,decision support information,Bangkok Emergency Vehicle OBE 05,Physical,Physical
Bangkok Emergency Management Center,decision support information,Bangkok Emergency Vehicle OBE 06,Physical,Physical
Bangkok Emergency Management Center,decision support information,Bangkok Emergency Vehicle OBE 07,Physical,Physical
Bangkok Emergency Management Center,decision support information,Bangkok Emergency Vehicle OBE 08,Physical,Physical
Bangkok Emergency Management Center,decision support information,Bangkok Emergency Vehicle OBE 09,Physical,Physical
Bangkok Emergency Management Center,decision support information,Bangkok Emergency Vehicle OBE 10,Physical,Physical
Bangkok Emergency Management Center,decision support information,Bangkok Emergency Vehicle OBE 11,Physical,Physical
Bangkok Emergency Management Center,decision support information,Bangkok Emergency Vehicle OBE 12,Physical,Physical
Bangkok Emergency Management Center,decision support information,Bangkok Emergency Vehicle OBE 13,Physical,Physical
Bangkok Emergency Management Center,decision support information,Bangkok Emergency Vehicle OBE 14,Physical,Physical
Bangkok Emergency Management Center,decision support information,Bangkok Emergency Vehicle OBE 15,Physical,Physical
Bangkok Emergency Personnel 01,Emergency Personnel input,Bangkok Emergency Vehicle OBE 01,Physical,Physical
Bangkok Emergency Personnel 01,personnel input,Personnel Device 01,Physical,Physical
Bangkok Emergency Personnel 02,Emergency Personnel input,Bangkok Emergency Vehicle OBE 02,Physical,Physical
Bangkok Emergency Personnel 02,personnel input,Personnel Device 02,Physical,Physical
Bangkok Emergency Personnel 03,Emergency Personnel input,Bangkok Emergency Vehicle OBE 03,Physical,Physical
Bangkok Emergency Personnel 03,personnel input,Personnel Device 03,Physical,Physical
Bangkok Emergency Personnel 04,Emergency Personnel input,Bangkok Emergency Vehicle OBE 04,Physical,Physical
Bangkok Emergency Personnel 04,personnel input,Personnel Device 04,Physical,Physical
Bangkok Emergency Personnel 05,Emergency Personnel input,Bangkok Emergency Vehicle OBE 05,Physical,Physical
Bangkok Emergency Personnel 05,personnel input,Personnel Device 05,Physical,Physical
Bangkok Emergency Personnel 06,Emergency Personnel input,Bangkok Emergency Vehicle OBE 06,Physical,Physical
Bangkok Emergency Personnel 06,personnel input,Personnel Device 06,Physical,Physical
Bangkok Emergency Personnel 07,Emergency Personnel input,Bangkok Emergency Vehicle OBE 07,Physical,Physical
Bangkok Emergency Personnel 07,personnel input,Personnel Device 07,Physical,Physical
Bangkok Emergency Personnel 08,Emergency Personnel input,Bangkok Emergency Vehicle OBE 08,Physical,Physical
Bangkok Emergency Personnel 08,personnel input,Personnel Device 08,Physical,Physical
Bangkok Emergency Personnel 09,Emergency Personnel input,Bangkok Emergency Vehicle OBE 09,Physical,Physical
Bangkok Emergency Personnel 09,personnel input,Personnel Device 09,Physical,Physical
Bangkok Emergency Personnel 10,Emergency Personnel input,Bangkok Emergency Vehicle OBE 10,Physical,Physical
Bangkok Emergency Personnel 10,personnel input,Personnel Device 10,Physical,Physical
Bangkok Emergency Personnel 11,Emergency Personnel input,Bangkok Emergency Vehicle OBE 11,Physical,Physical
Bangkok Emergency Personnel 11,personnel input,Personnel Device 11,Physical,Physical
Bangkok Emergency Personnel 12,Emergency Personnel input,Bangkok Emergency Vehicle OBE 12,Physical,Physical
Bangkok Emergency Personnel 12,personnel input,Personnel Device 12,Physical,Physical
Bangkok Emergency Personnel 13,Emergency Personnel input,Bangkok Emergency Vehicle OBE 13,Physical,Physical
Bangkok Emergency Personnel 13,personnel input,Personnel Device 13,Physical,Physical
Bangkok Emergency Personnel 14,Emergency Personnel input,Bangkok Emergency Vehicle OBE 14,Physical,Physical
Bangkok Emergency Personnel 14,personnel input,Personnel Device 14,Physical,Physical
Bangkok Emergency Personnel 15,Emergency Personnel input,Bangkok Emergency Vehicle OBE 15,Physical,Physical
Bangkok Emergency Personnel 15,personnel input,Personnel Device 15,Physical,Physical
Bangkok Emergency Personnel 16,Emergency Personnel input,Bangkok Emergency Vehicle OBE 01,Physical,Physical
Bangkok Emergency Personnel 16,personnel input,Personnel Device 16,Physical,Physical
Bangkok Emergency Personnel 17,Emergency Personnel input,Bangkok Emergency Vehicle OBE 02,Physical,Physical
Bangkok Emergency Personnel 17,personnel input,Personnel Device 17,Physical,Physical
Bangkok Emergency Personnel 18,Emergency Personnel input,Bangkok Emergency Vehicle OBE 03,Physical,Physical
Bangkok Emergency Personnel 18,personnel input,Personnel Device 18,Physical,Physical
Bangkok Emergency Personnel 19,Emergency Personnel input,Bangkok Emergency Vehicle OBE 04,Physical,Physical
Bangkok Emergency Personnel 19,personnel input,Personnel Device 19,Physical,Physical
Bangkok Emergency Personnel 20,Emergency Personnel input,Bangkok Emergency Vehicle OBE 05,Physical,Physical
Bangkok Emergency Personnel 20,personnel input,Personnel Device 20,Physical,Physical
Bangkok Emergency Personnel 21,Emergency Personnel input,Bangkok Emergency Vehicle OBE 06,Physical,Physical
Bangkok Emergency Personnel 21,personnel input,Personnel Device 21,Physical,Physical
Bangkok Emergency Personnel 22,Emergency Personnel input,Bangkok Emergency Vehicle OBE 07,Physical,Physical
Bangkok Emergency Personnel 22,personnel input,Personnel Device 22,Physical,Physical
Bangkok Emergency Personnel 23,Emergency Personnel input,Bangkok Emergency Vehicle OBE 08,Physical,Physical
Bangkok Emergency Personnel 23,personnel input,Personnel Device 23,Physical,Physical
Bangkok Emergency Personnel 24,Emergency Personnel input,Bangkok Emergency Vehicle OBE 09,Physical,Physical
Bangkok Emergency Personnel 24,personnel input,Personnel Device 24,Physical,Physical
Bangkok Emergency Personnel 25,Emergency Personnel input,Bangkok Emergency Vehicle OBE 10,Physical,Physical
Bangkok Emergency Personnel 25,personnel input,Personnel Device 25,Physical,Physical
Bangkok Emergency Personnel 26,Emergency Personnel input,Bangkok Emergency Vehicle OBE 11,Physical,Physical
Bangkok Emergency Personnel 26,personnel input,Personnel Device 26,Physical,Physical
Bangkok Emergency Personnel 27,Emergency Personnel input,Bangkok Emergency Vehicle OBE 12,Physical,Physical
Bangkok Emergency Personnel 27,personnel input,Personnel Device 27,Physical,Physical
Bangkok Emergency Personnel 28,Emergency Personnel input,Bangkok Emergency Vehicle OBE 13,Physical,Physical
Bangkok Emergency Personnel 28,personnel input,Personnel Device 28,Physical,Physical
Bangkok Emergency Personnel 29,Emergency Personnel input,Bangkok Emergency Vehicle OBE 14,Physical,Physical
Bangkok Emergency Personnel 29,personnel input,Personnel Device 29,Physical,Physical
Bangkok Emergency Personnel 30,Emergency Personnel input,Bangkok Emergency Vehicle OBE 15,Physical,Physical
Bangkok Emergency Personnel 30,personnel input,Personnel Device 30,Physical,Physical
Bangkok Emergency System Operator 01,emergency operations input,Bangkok Emergency Management Center,Physical,Physical
Bangkok Emergency System Operator 02,emergency operations input,Bangkok Emergency Management Center,Physical,Physical
Bangkok Emergency System Operator 03,emergency operations input,Bangkok Emergency Management Center,Physical,Physical
Bangkok Emergency System Operator 04,emergency operations input,Bangkok Emergency Management Center,Physical,Physical
Bangkok Emergency System Operator 05,emergency operations input,Bangkok Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 01,Emergency Personnel information presentation,Bangkok Emergency Personnel 01,Physical,Physical
Bangkok Emergency Vehicle OBE 01,incident scene status,Khorathidin Central Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 01,incident scene images,Khorathidin Central Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 01,patient transport status,Khorathidin Central Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 01,decision support information,Other EV OBEs,Physical,Physical
Bangkok Emergency Vehicle OBE 01,incident scene status,Other EV OBEs,Physical,Physical
Bangkok Emergency Vehicle OBE 01,incident scene images,Other EV OBEs,Physical,Physical
Bangkok Emergency Management Center,decision support information,Personnel Device 02,Physical,Physical
Bangkok Emergency Vehicle OBE 01,incident scene status,Personnel Device 01,Physical,Physical
Bangkok Emergency Vehicle OBE 01,incident scene images,Personnel Device 01,Physical,Physical
Bangkok Emergency Vehicle OBE 01,incident scene status,Bangkok Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 01,incident scene images,Bangkok Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 01,patient transport status,Bangkok Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 01,Emergency Personnel information presentation,Bangkok Emergency Personnel 16,Physical,Physical
Bangkok Emergency Vehicle OBE 02,Emergency Personnel information presentation,Bangkok Emergency Personnel 02,Physical,Physical
Bangkok Emergency Vehicle OBE 02,incident scene status,Khorathidin Central Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 02,incident scene images,Khorathidin Central Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 02,patient transport status,Khorathidin Central Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 02,decision support information,Other EV OBEs,Physical,Physical
Bangkok Emergency Vehicle OBE 02,incident scene status,Other EV OBEs,Physical,Physical
Bangkok Emergency Vehicle OBE 02,incident scene images,Other EV OBEs,Physical,Physical
Bangkok Emergency Management Center,decision support information,Personnel Device 03,Physical,Physical
Bangkok Emergency Vehicle OBE 01,incident scene status,Personnel Device 02,Physical,Physical
Bangkok Emergency Vehicle OBE 01,incident scene images,Personnel Device 02,Physical,Physical
Bangkok Emergency Vehicle OBE 02,incident scene status,Bangkok Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 02,incident scene images,Bangkok Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 02,patient transport status,Bangkok Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 02,Emergency Personnel information presentation,Bangkok Emergency Personnel 17,Physical,Physical
Bangkok Emergency Vehicle OBE 03,Emergency Personnel information presentation,Bangkok Emergency Personnel 03,Physical,Physical
Bangkok Emergency Vehicle OBE 03,incident scene status,Khorathidin Central Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 03,incident scene images,Khorathidin Central Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 03,patient transport status,Khorathidin Central Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 03,decision support information,Other EV OBEs,Physical,Physical
Bangkok Emergency Vehicle OBE 03,incident scene status,Other EV OBEs,Physical,Physical
Bangkok Emergency Vehicle OBE 03,incident scene images,Other EV OBEs,Physical,Physical
Bangkok Emergency Management Center,decision support information,Personnel Device 04,Physical,Physical
Bangkok Emergency Vehicle OBE 02,incident scene status,Personnel Device 03,Physical,Physical
Bangkok Emergency Vehicle OBE 02,incident scene images,Personnel Device 03,Physical,Physical
Bangkok Emergency Vehicle OBE 03,incident scene status,Bangkok Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 03,incident scene images,Bangkok Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 03,patient transport status,Bangkok Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 03,Emergency Personnel information presentation,Bangkok Emergency Personnel 18,Physical,Physical
Bangkok Emergency Vehicle OBE 04,Emergency Personnel information presentation,Bangkok Emergency Personnel 04,Physical,Physical
Bangkok Emergency Vehicle OBE 04,incident scene status,Khorathidin Central Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 04,incident scene images,Khorathidin Central Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 04,patient transport status,Khorathidin Central Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 04,decision support information,Other EV OBEs,Physical,Physical
Bangkok Emergency Vehicle OBE 04,incident scene status,Other EV OBEs,Physical,Physical
Bangkok Emergency Vehicle OBE 04,incident scene images,Other EV OBEs,Physical,Physical
Bangkok Emergency Management Center,decision support information,Personnel Device 05,Physical,Physical
Bangkok Emergency Vehicle OBE 02,incident scene status,Personnel Device 04,Physical,Physical
Bangkok Emergency Vehicle OBE 02,incident scene images,Personnel Device 04,Physical,Physical
Bangkok Emergency Vehicle OBE 04,incident scene status,Bangkok Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 04,incident scene images,Bangkok Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 04,patient transport status,Bangkok Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 04,Emergency Personnel information presentation,Bangkok Emergency Personnel 19,Physical,Physical
Bangkok Emergency Vehicle OBE 05,Emergency Personnel information presentation,Bangkok Emergency Personnel 05,Physical,Physical
Bangkok Emergency Vehicle OBE 05,incident scene status,Khorathidin Central Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 05,incident scene images,Khorathidin Central Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 05,patient transport status,Khorathidin Central Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 05,decision support information,Other EV OBEs,Physical,Physical
Bangkok Emergency Vehicle OBE 05,incident scene status,Other EV OBEs,Physical,Physical
Bangkok Emergency Vehicle OBE 05,incident scene images,Other EV OBEs,Physical,Physical
Bangkok Emergency Management Center,decision support information,Personnel Device 06,Physical,Physical
Bangkok Emergency Vehicle OBE 03,incident scene status,Personnel Device 05,Physical,Physical
Bangkok Emergency Vehicle OBE 03,incident scene images,Personnel Device 05,Physical,Physical
Bangkok Emergency Vehicle OBE 05,incident scene status,Bangkok Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 05,incident scene images,Bangkok Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 05,patient transport status,Bangkok Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 05,Emergency Personnel information presentation,Bangkok Emergency Personnel 20,Physical,Physical
Bangkok Emergency Vehicle OBE 06,Emergency Personnel information presentation,Bangkok Emergency Personnel 06,Physical,Physical
Bangkok Emergency Vehicle OBE 06,incident scene status,Khorathidin Central Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 06,incident scene images,Khorathidin Central Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 06,patient transport status,Khorathidin Central Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 06,decision support information,Other EV OBEs,Physical,Physical
Bangkok Emergency Vehicle OBE 06,incident scene status,Other EV OBEs,Physical,Physical
Bangkok Emergency Vehicle OBE 06,incident scene images,Other EV OBEs,Physical,Physical
Bangkok Emergency Management Center,decision support information,Personnel Device 07,Physical,Physical
Bangkok Emergency Vehicle OBE 03,incident scene status,Personnel Device 06,Physical,Physical
Bangkok Emergency Vehicle OBE 03,incident scene images,Personnel Device 06,Physical,Physical
Bangkok Emergency Vehicle OBE 06,incident scene status,Bangkok Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 06,incident scene images,Bangkok Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 06,patient transport status,Bangkok Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 06,Emergency Personnel information presentation,Bangkok Emergency Personnel 21,Physical,Physical
Bangkok Emergency Vehicle OBE 07,Emergency Personnel information presentation,Bangkok Emergency Personnel 07,Physical,Physical
Bangkok Emergency Vehicle OBE 07,incident scene status,Khorathidin Central Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 07,incident scene images,Khorathidin Central Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 07,patient transport status,Khorathidin Central Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 07,decision support information,Other EV OBEs,Physical,Physical
Bangkok Emergency Vehicle OBE 07,incident scene status,Other EV OBEs,Physical,Physical
Bangkok Emergency Vehicle OBE 07,incident scene images,Other EV OBEs,Physical,Physical
Bangkok Emergency Management Center,decision support information,Personnel Device 08,Physical,Physical
Bangkok Emergency Vehicle OBE 04,incident scene status,Personnel Device 07,Physical,Physical
Bangkok Emergency Vehicle OBE 04,incident scene images,Personnel Device 07,Physical,Physical
Bangkok Emergency Vehicle OBE 07,incident scene status,Bangkok Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 07,incident scene images,Bangkok Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 07,patient transport status,Bangkok Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 07,Emergency Personnel information presentation,Bangkok Emergency Personnel 22,Physical,Physical
Bangkok Emergency Vehicle OBE 08,Emergency Personnel information presentation,Bangkok Emergency Personnel 08,Physical,Physical
Bangkok Emergency Vehicle OBE 08,incident scene status,Khorathidin Central Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 08,incident scene images,Khorathidin Central Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 08,patient transport status,Khorathidin Central Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 08,decision support information,Other EV OBEs,Physical,Physical
Bangkok Emergency Vehicle OBE 08,incident scene status,Other EV OBEs,Physical,Physical
Bangkok Emergency Vehicle OBE 08,incident scene images,Other EV OBEs,Physical,Physical
Bangkok Emergency Management Center,decision support information,Personnel Device 09,Physical,Physical
Bangkok Emergency Vehicle OBE 04,incident scene status,Personnel Device 08,Physical,Physical
Bangkok Emergency Vehicle OBE 04,incident scene images,Personnel Device 08,Physical,Physical
Bangkok Emergency Vehicle OBE 08,incident scene status,Bangkok Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 08,incident scene images,Bangkok Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 08,patient transport status,Bangkok Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 08,Emergency Personnel information presentation,Bangkok Emergency Personnel 23,Physical,Physical
Bangkok Emergency Vehicle OBE 09,Emergency Personnel information presentation,Bangkok Emergency Personnel 09,Physical,Physical
Bangkok Emergency Vehicle OBE 09,incident scene status,Khorathidin Central Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 09,incident scene images,Khorathidin Central Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 09,patient transport status,Khorathidin Central Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 09,decision support information,Other EV OBEs,Physical,Physical
Bangkok Emergency Vehicle OBE 09,incident scene status,Other EV OBEs,Physical,Physical
Bangkok Emergency Vehicle OBE 09,incident scene images,Other EV OBEs,Physical,Physical
Bangkok Emergency Management Center,decision support information,Personnel Device 10,Physical,Physical
Bangkok Emergency Vehicle OBE 05,incident scene status,Personnel Device 09,Physical,Physical
Bangkok Emergency Vehicle OBE 05,incident scene images,Personnel Device 09,Physical,Physical
Bangkok Emergency Vehicle OBE 09,incident scene status,Bangkok Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 09,incident scene images,Bangkok Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 09,patient transport status,Bangkok Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 09,Emergency Personnel information presentation,Bangkok Emergency Personnel 24,Physical,Physical
Bangkok Emergency Vehicle OBE 10,Emergency Personnel information presentation,Bangkok Emergency Personnel 10,Physical,Physical
Bangkok Emergency Vehicle OBE 10,incident scene status,Khorathidin Central Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 10,incident scene images,Khorathidin Central Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 10,patient transport status,Khorathidin Central Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 10,decision support information,Other EV OBEs,Physical,Physical
Bangkok Emergency Vehicle OBE 10,incident scene status,Other EV OBEs,Physical,Physical
Bangkok Emergency Vehicle OBE 10,incident scene images,Other EV OBEs,Physical,Physical
Bangkok Emergency Management Center,decision support information,Personnel Device 11,Physical,Physical
Bangkok Emergency Vehicle OBE 05,incident scene status,Personnel Device 10,Physical,Physical
Bangkok Emergency Vehicle OBE 05,incident scene images,Personnel Device 10,Physical,Physical
Bangkok Emergency Vehicle OBE 10,incident scene status,Bangkok Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 10,incident scene images,Bangkok Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 10,patient transport status,Bangkok Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 10,Emergency Personnel information presentation,Bangkok Emergency Personnel 25,Physical,Physical
Bangkok Emergency Vehicle OBE 11,Emergency Personnel information presentation,Bangkok Emergency Personnel 11,Physical,Physical
Bangkok Emergency Vehicle OBE 11,incident scene status,Khorathidin Central Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 11,incident scene images,Khorathidin Central Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 11,patient transport status,Khorathidin Central Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 11,decision support information,Other EV OBEs,Physical,Physical
Bangkok Emergency Vehicle OBE 11,incident scene status,Other EV OBEs,Physical,Physical
Bangkok Emergency Vehicle OBE 11,incident scene images,Other EV OBEs,Physical,Physical
Bangkok Emergency Management Center,decision support information,Personnel Device 12,Physical,Physical
Bangkok Emergency Vehicle OBE 06,incident scene status,Personnel Device 11,Physical,Physical
Bangkok Emergency Vehicle OBE 06,incident scene images,Personnel Device 11,Physical,Physical
Bangkok Emergency Vehicle OBE 11,incident scene status,Bangkok Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 11,incident scene images,Bangkok Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 11,patient transport status,Bangkok Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 11,Emergency Personnel information presentation,Bangkok Emergency Personnel 26,Physical,Physical
Bangkok Emergency Vehicle OBE 12,Emergency Personnel information presentation,Bangkok Emergency Personnel 12,Physical,Physical
Bangkok Emergency Vehicle OBE 12,incident scene status,Khorathidin Central Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 12,incident scene images,Khorathidin Central Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 12,patient transport status,Khorathidin Central Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 12,decision support information,Other EV OBEs,Physical,Physical
Bangkok Emergency Vehicle OBE 12,incident scene status,Other EV OBEs,Physical,Physical
Bangkok Emergency Vehicle OBE 12,incident scene images,Other EV OBEs,Physical,Physical
Bangkok Emergency Management Center,decision support information,Personnel Device 13,Physical,Physical
Bangkok Emergency Vehicle OBE 06,incident scene status,Personnel Device 12,Physical,Physical
Bangkok Emergency Vehicle OBE 06,incident scene images,Personnel Device 12,Physical,Physical
Bangkok Emergency Vehicle OBE 12,incident scene status,Bangkok Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 12,incident scene images,Bangkok Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 12,patient transport status,Bangkok Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 12,Emergency Personnel information presentation,Bangkok Emergency Personnel 27,Physical,Physical
Bangkok Emergency Vehicle OBE 13,Emergency Personnel information presentation,Bangkok Emergency Personnel 13,Physical,Physical
Bangkok Emergency Vehicle OBE 13,incident scene status,Khorathidin Central Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 13,incident scene images,Khorathidin Central Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 13,patient transport status,Khorathidin Central Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 13,decision support information,Other EV OBEs,Physical,Physical
Bangkok Emergency Vehicle OBE 13,incident scene status,Other EV OBEs,Physical,Physical
Bangkok Emergency Vehicle OBE 13,incident scene images,Other EV OBEs,Physical,Physical
Bangkok Emergency Management Center,decision support information,Personnel Device 14,Physical,Physical
Bangkok Emergency Vehicle OBE 07,incident scene status,Personnel Device 13,Physical,Physical
Bangkok Emergency Vehicle OBE 07,incident scene images,Personnel Device 13,Physical,Physical
Bangkok Emergency Vehicle OBE 13,incident scene status,Bangkok Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 13,incident scene images,Bangkok Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 13,patient transport status,Bangkok Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 13,Emergency Personnel information presentation,Bangkok Emergency Personnel 28,Physical,Physical
Bangkok Emergency Vehicle OBE 14,Emergency Personnel information presentation,Bangkok Emergency Personnel 14,Physical,Physical
Bangkok Emergency Vehicle OBE 14,incident scene status,Khorathidin Central Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 14,incident scene images,Khorathidin Central Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 14,patient transport status,Khorathidin Central Emergency Management Center,Physical,Physical
Bangkok Emergency Vehicle OBE 14,decision support information,Other EV OBEs,Physical,Physical
Bangkok Emergency Vehicle OBE 14,incident scene status,Other EV OBEs,Physical,Physical
Bangkok Emergency Vehicle OBE 14,incident scene images,Other EV OBEs,Physical,Physical
Bangkok Emergency Management Center,decision support information,Personnel Device 15,Physical,Physical
