NodeName,SecurityClass,Confidentiality,Integrity,Availability,ServicePackage,ArchitectyreType
861234567890124 Oppo Find X8 - Personnel Device,Class 3,Moderate,High,Moderate,Emergency Response,Physical
352091234567891 Vivo X100 - Personnel Device,Class 3,Moderate,High,Moderate,Emergency Response,Physical
861234098765433 Realme GT Neo 7 - Personnel Device,Class 3,Moderate,High,Moderate,Emergency Response,Physical
352098765432110 Asus ROG Phone 9 - Personnel Device,Class 3,Moderate,High,Moderate,Emergency Response,Physical
861234567809877 Lenovo Legion Y100 - Personnel Device,Class 3,Moderate,High,Moderate,Emergency Response,Physical
352091234098766 Honor Magic 7 - Personnel Device,Class 3,Moderate,High,Moderate,Emergency Response,Physical
861234567801235 ZTE Axon 60 - Personnel Device,Class 3,Moderate,High,Moderate,Emergency Response,Physical
352098765401235 BlackBerry Key6 - Personnel Device,Class 3,Moderate,High,Moderate,Emergency Response,Physical
861234567890125 HTC U24 Pro - Personnel Device,Class 3,Moderate,High,Moderate,Emergency Response,Physical
352091234567802 Sony Xperia 1 VII - Personnel Device,Class 3,Moderate,High,Moderate,Emergency Response,Physical
861234567890126 LG Velvet 3 - Personnel Device,Class 3,Moderate,High,Moderate,Emergency Response,Physical
Kamonchanok Srisuwan - Emergency Personnel,,,,,Emergency Response,Physical
Nattapong Wattanachai - Emergency Personnel,,,,,Emergency Response,Physical
Pimchanok Boonyarat - Emergency Personnel,,,,,Emergency Response,Physical
Thanakorn Rattanapong - Emergency Personnel,,,,,Emergency Response,Physical
Supalak Thongchai - Emergency Personnel,,,,,Emergency Response,Physical
Ananda Chaisuriyakul - Emergency Personnel,,,,,Emergency Response,Physical
Kritsada Phanurat - Emergency Personnel,,,,,Emergency Response,Physical
Nicha Suphaphanich - Emergency Personnel,,,,,Emergency Response,Physical
Ornpreeya Sakulchai - Emergency Personnel,,,,,Emergency Response,Physical
Ratchata Nimsakul - Emergency Personnel,,,,,Emergency Response,Physical
Sakchai Pradchaphet - Emergency Personnel,,,,,Emergency Response,Physical
Tassanee Yodkamol - Emergency Personnel,,,,,Emergency Response,Physical
Udom Siripong - Emergency Personnel,,,,,Emergency Response,Physical
Vichai Thongprasert - Emergency Personnel,,,,,Emergency Response,Physical
Wanida Kittisakul - Emergency Personnel,,,,,Emergency Response,Physical
Yutthana Chaisuwan - Emergency Personnel,,,,,Emergency Response,Physical
Amara Boonyasiri - Emergency Personnel,,,,,Emergency Response,Physical
Boonchai Tansakul - Emergency Personnel,,,,,Emergency Response,Physical
Chutima Pattanapong - Emergency Personnel,,,,,Emergency Response,Physical
Duangjai Wongthip - Emergency Personnel,,,,,Emergency Response,Physical
Ekachai Suwannarat - Emergency Personnel,,,,,Emergency Response,Physical
Fuangfah Kittipong - Emergency Personnel,,,,,Emergency Response,Physical
Gun Noppakun - Emergency Personnel,,,,,Emergency Response,Physical
Hansa Chotirat - Emergency Personnel,,,,,Emergency Response,Physical
Inthira Saengchai - Emergency Personnel,,,,,Emergency Response,Physical
Jariya Phanichkul - Emergency Personnel,,,,,Emergency Response,Physical
Kamol Boonsri - Emergency Personnel,,,,,Emergency Response,Physical
Lawan Thongchai - Emergency Personnel,,,,,Emergency Response,Physical
Metha Rattanapong - Emergency Personnel,,,,,Emergency Response,Physical
Nattaya Kongsiri - Emergency Personnel,,,,,Emergency Response,Physical
Anusorn Wattanapanich - Emergency Personnel,,,,,Emergency Response,Physical
Darika Suphakit - Emergency Personnel,,,,,Emergency Response,Physical
Ekkachai Prasertkul - Emergency Personnel,,,,,Emergency Response,Physical
Fon Chantarak - Emergency Personnel,,,,,Emergency Response,Physical
Ganya Rattanawan - Emergency Personnel,,,,,Emergency Response,Physical
Hiran Phongpanich - Emergency Personnel,,,,,Emergency Response,Physical
Issara Wongchai - Emergency Personnel,,,,,Emergency Response,Physical
Jirawat Boonmee - Emergency Personnel,,,,,Emergency Response,Physical
Kanchana Srisopa - Emergency Personnel,,,,,Emergency Response,Physical
Lalita Thanaporn - Emergency Personnel,,,,,Emergency Response,Physical
Manop Chotiphan - Emergency Personnel,,,,,Emergency Response,Physical
Napat Srisuwan - Emergency Personnel,,,,,Emergency Response,Physical
Orawan Srisopa - Emergency Personnel,,,,,Emergency Response,Physical
Pattaraporn Jitpraphai - Emergency Personnel,,,,,Emergency Response,Physical
Phanupong Wongpracha - Emergency Personnel,,,,,Emergency Response,Physical
Ratchanee Jitsakulchai - Emergency Personnel,,,,,Emergency Response,Physical
Somchai Wattanapanichkul - Emergency Personnel,,,,,Emergency Response,Physical
Tanaporn Boonprakob - Emergency Personnel,,,,,Emergency Response,Physical
Uthai Sirisopa - Emergency Personnel,,,,,Emergency Response,Physical
Viyada Thanaratkul - Emergency Personnel,,,,,Emergency Response,Physical
Worawut Chaisiriwanichkul - Emergency Personnel,,,,,Emergency Response,Physical
Yuwadee Phongsiriwanichkul - Emergency Personnel,,,,,Emergency Response,Physical
Arthit Kanchanapong - Emergency Personnel,,,,,Emergency Response,Physical
Benjamas Thammarat - Emergency Personnel,,,,,Emergency Response,Physical
Chaiwat Phanurat - Emergency Personnel,,,,,Emergency Response,Physical
Ekkarat Suwannarat - Emergency Personnel,,,,,Emergency Response,Physical
Fah Thongprasert - Emergency Personnel,,,,,Emergency Response,Physical
Gun Noppadolchai - Emergency Personnel,,,,,Emergency Response,Physical
Hansa Chotiphanichkul - Emergency Personnel,,,,,Emergency Response,Physical
Inthira Saengsuwan - Emergency Personnel,,,,,Emergency Response,Physical
