NodeName,isCyber,isPhysical,isSocial,ArchitectureLayer
864209153784321 iPhone 17 Pro Max - Personnel Device,1,1,0,Physical
352091847563211 Pixel 10 XL - Personnel Device,1,1,0,Physical
864512309876232 Xperia Z8 - Personnel Device,1,1,0,Physical
352091847563212 OnePlus 14T - Personnel Device,1,1,0,Physical
861234509876544 Redmi Note 16 Pro - Personnel Device,1,1,0,Physical
359876120345679 Moto G200 - Personnel Device,1,1,0,Physical
864209875612341 Nokia X60 - Personnel Device,1,1,0,Physical
352098761234568 Huawei P70 Pro - Personnel Device,1,1,0,Physical
861234567890124 Oppo Find X8 - Personnel Device,1,1,0,Physical
352091234567891 Vivo X100 - Personnel Device,1,1,0,Physical
861234098765433 Realme GT Neo 7 - Personnel Device,1,1,0,Physical
352098765432110 Asus ROG Phone 9 - Personnel Device,1,1,0,Physical
861234567809877 Lenovo Legion Y100 - Personnel Device,1,1,0,Physical
352091234098766 Honor Magic 7 - Personnel Device,1,1,0,Physical
861234567801235 ZTE Axon 60 - Personnel Device,1,1,0,Physical
352098765401235 BlackBerry Key6 - Personnel Device,1,1,0,Physical
861234567890125 HTC U24 Pro - Personnel Device,1,1,0,Physical
352091234567802 Sony Xperia 1 VII - Personnel Device,1,1,0,Physical
861234567890126 LG Velvet 3 - Personnel Device,1,1,0,Physical
Kamonchanok Srisuwan - Emergency Personnel,0,1,1,Physical
Nattapong Wattanachai - Emergency Personnel,0,1,1,Physical
Pimchanok Boonyarat - Emergency Personnel,0,1,1,Physical
Thanakorn Rattanapong - Emergency Personnel,0,1,1,Physical
Supalak Thongchai - Emergency Personnel,0,1,1,Physical
Ananda Chaisuriyakul - Emergency Personnel,0,1,1,Physical
Kritsada Phanurat - Emergency Personnel,0,1,1,Physical
Nicha Suphaphanich - Emergency Personnel,0,1,1,Physical
Ornpreeya Sakulchai - Emergency Personnel,0,1,1,Physical
Ratchata Nimsakul - Emergency Personnel,0,1,1,Physical
Sakchai Pradchaphet - Emergency Personnel,0,1,1,Physical
Tassanee Yodkamol - Emergency Personnel,0,1,1,Physical
Udom Siripong - Emergency Personnel,0,1,1,Physical
Vichai Thongprasert - Emergency Personnel,0,1,1,Physical
Wanida Kittisakul - Emergency Personnel,0,1,1,Physical
Yutthana Chaisuwan - Emergency Personnel,0,1,1,Physical
Amara Boonyasiri - Emergency Personnel,0,1,1,Physical
Boonchai Tansakul - Emergency Personnel,0,1,1,Physical
Chutima Pattanapong - Emergency Personnel,0,1,1,Physical
Duangjai Wongthip - Emergency Personnel,0,1,1,Physical
Ekachai Suwannarat - Emergency Personnel,0,1,1,Physical
Fuangfah Kittipong - Emergency Personnel,0,1,1,Physical
Gun Noppakun - Emergency Personnel,0,1,1,Physical
Hansa Chotirat - Emergency Personnel,0,1,1,Physical
Inthira Saengchai - Emergency Personnel,0,1,1,Physical
Jariya Phanichkul - Emergency Personnel,0,1,1,Physical
Kamol Boonsri - Emergency Personnel,0,1,1,Physical
Lawan Thongchai - Emergency Personnel,0,1,1,Physical
Metha Rattanapong - Emergency Personnel,0,1,1,Physical
Nattaya Kongsiri - Emergency Personnel,0,1,1,Physical
Anusorn Wattanapanich - Emergency Personnel,0,1,1,Physical
Darika Suphakit - Emergency Personnel,0,1,1,Physical
Ekkachai Prasertkul - Emergency Personnel,0,1,1,Physical
Fon Chantarak - Emergency Personnel,0,1,1,Physical
Ganya Rattanawan - Emergency Personnel,0,1,1,Physical
Hiran Phongpanich - Emergency Personnel,0,1,1,Physical
Issara Wongchai - Emergency Personnel,0,1,1,Physical
Jirawat Boonmee - Emergency Personnel,0,1,1,Physical
Kanchana Srisopa - Emergency Personnel,0,1,1,Physical
Lalita Thanaporn - Emergency Personnel,0,1,1,Physical
Manop Chotiphan - Emergency Personnel,0,1,1,Physical
Napat Srisuwan - Emergency Personnel,0,1,1,Physical
Orawan Srisopa - Emergency Personnel,0,1,1,Physical
Pattaraporn Jitpraphai - Emergency Personnel,0,1,1,Physical
Phanupong Wongpracha - Emergency Personnel,0,1,1,Physical
Ratchanee Jitsakulchai - Emergency Personnel,0,1,1,Physical
Somchai Wattanapanichkul - Emergency Personnel,0,1,1,Physical
Tanaporn Boonprakob - Emergency Personnel,0,1,1,Physical
Uthai Sirisopa - Emergency Personnel,0,1,1,Physical
Viyada Thanaratkul - Emergency Personnel,0,1,1,Physical
Worawut Chaisiriwanichkul - Emergency Personnel,0,1,1,Physical
Yuwadee Phongsiriwanichkul - Emergency Personnel,0,1,1,Physical
Arthit Kanchanapong - Emergency Personnel,0,1,1,Physical
Benjamas Thammarat - Emergency Personnel,0,1,1,Physical
Chaiwat Phanurat - Emergency Personnel,0,1,1,Physical
Ekkarat Suwannarat - Emergency Personnel,0,1,1,Physical
Fah Thongprasert - Emergency Personnel,0,1,1,Physical
Gun Noppadolchai - Emergency Personnel,0,1,1,Physical
Hansa Chotiphanichkul - Emergency Personnel,0,1,1,Physical
Inthira Saengsuwan - Emergency Personnel,0,1,1,Physical
