NodeName,isCyber,isPhysical,isSocial,ArchitectureLayer
Alternate Mode Transportation Center Owner,0,0,1,Enterprise
Archived Data System Owner,0,0,1,Enterprise
Archived Data User System Owner,0,0,1,Enterprise
Asset Management System Owner,0,0,1,Enterprise
Authorizing Center Owner,0,0,1,Enterprise
Basic Commercial Vehicle Owner,0,0,1,Enterprise
Basic Emergency Vehicle Owner,0,0,1,Enterprise
Basic Maint and Constr Vehicle Owner,0,0,1,Enterprise
Basic Transit Vehicle Owner,0,0,1,Enterprise
Basic Vehicle Owner,0,0,1,Enterprise
Border Inspection Administration Center Owner,0,0,1,Enterprise
Border Inspection System Owner,0,0,1,Enterprise
Care Facility Owner,0,0,1,Enterprise
Center Owner,1,0,1,Enterprise
Commercial Vehicle Administration Center Owner,1,0,1,Enterprise
Commercial Vehicle Check Equipment Owner,1,1,0,Enterprise
Commercial Vehicle OBE Owner,1,1,0,Enterprise
Commercial Vehicle Service Provider Center Owner,1,0,1,Enterprise
Connected Vehicle Roadside Equipment Owner,1,1,0,Enterprise
Cooperative ITS Credentials Management System Owner,1,0,0,Enterprise
CVO Information Requestor Center Owner,1,0,1,Enterprise
Data Distribution System Owner,1,0,0,Enterprise
DMV Owner,1,0,1,Enterprise
Driver Identification Card Owner,1,1,1,Enterprise
Electric Charging Station Owner,1,1,0,Enterprise
Emergency Management Center Owner,1,0,1,Enterprise
Emergency Telecommunications System Owner,1,0,1,Enterprise
Emergency Vehicle OBE Owner,1,1,0,Enterprise
Emissions Management Center Owner,1,0,1,Enterprise
Enforcement Center Owner,1,0,1,Enterprise
Equipment Repair Facility Owner,1,1,1,Enterprise
Event Promoter System Owner,1,0,1,Enterprise
Field Owner,0,1,0,Enterprise
Field Location and Time Data Source Owner,1,1,0,Enterprise
Field Maintenance Equipment Owner,1,1,0,Enterprise
Financial Center Owner,1,0,1,Enterprise
Fleet and Freight Management Center Owner,1,0,1,Enterprise
Freight Consolidation Station Owner,1,1,1,Enterprise
Freight Distribution and Logistics Center Owner,1,1,1,Enterprise
Freight Equipment Owner,1,1,0,Enterprise
Government Reporting Systems Owner,1,0,1,Enterprise
Intermodal Customer System Owner,1,0,1,Enterprise
Intermodal Terminal Owner,1,1,1,Enterprise
ITS Roadway Equipment Owner,1,1,0,Enterprise
ITS Roadway Payment Equipment Owner,1,1,0,Enterprise
Maint and Constr Administrative Systems Owner,1,0,1,Enterprise
Maint and Constr Management Center Owner,1,0,1,Enterprise
Maint and Constr Vehicle OBE Owner,1,1,0,Enterprise
Map Update System Owner,1,0,0,Enterprise
Media Owner,1,0,1,Enterprise
Multimodal Crossing Equipment Owner,1,1,0,Enterprise
Network Time Source Owner,1,0,0,Enterprise
Object Registration and Discovery System Owner,1,0,0,Enterprise
On-Board Weight Monitoring Equipment Owner,1,1,0,Enterprise
Other Archived Data Systems Owner,1,0,0,Enterprise
Other Authorizing Centers Owner,1,0,1,Enterprise
Other Commercial Vehicle Service Provider Centers Owner,1,0,1,Enterprise
Other Connected Vehicle Roadside Equipment Owner,1,1,0,Enterprise
Other Credentials Management Systems Owner,1,0,0,Enterprise
Other CV Administration Centers Owner,1,0,1,Enterprise
Other Data Distribution Systems Owner,1,0,0,Enterprise
Other Data Sources Owner,1,0,0,Enterprise
Other Emergency Management Centers Owner,1,1,1,Enterprise
Other EV OBEs Owner,1,1,0,Enterprise
Other Freight Distribution and Logistics Centers Owner,1,1,1,Enterprise
Other ITS Roadway Equipment Owner,1,1,0,Enterprise
Other Maint and Constr Mgmt Centers Owner,1,1,1,Enterprise
Other Map Update Systems Owner,1,0,0,Enterprise
Other MCV OBEs Owner,1,1,0,Enterprise
Other Parking Management Centers Owner,1,1,1,Enterprise
Other Payment Administration Centers Owner,1,0,1,Enterprise
Other Traffic Management Centers Owner,1,1,1,Enterprise
Other Transit Management Centers Owner,1,1,1,Enterprise
Other Transportation Information Centers Owner,1,0,1,Enterprise
Other Vehicle OBEs Owner,1,1,0,Enterprise
Parking Area Equipment Owner,1,1,0,Enterprise
Payment Administration Center Owner,1,0,1,Enterprise
Payment Device Owner,1,1,0,Enterprise
Personal Information Device Owner,1,1,1,Enterprise
Personal Location and Time Data Source Owner,1,1,0,Enterprise
Population and Housing Data System Owner,1,0,1,Enterprise
Position Corrections Source Owner,1,0,0,Enterprise
Privacy Protection Gateway Owner,1,0,1,Enterprise
Public Health System Owner,1,0,1,Enterprise
Rail Operations Center Owner,1,1,1,Enterprise
Security Credentials Registry Owner,1,0,1,Enterprise
Security Monitoring Equipment Owner,1,1,0,Enterprise
Service Monitor System Owner,1,0,0,Enterprise
Shelter Provider Center Owner,1,0,1,Enterprise
Social Media Owner,1,0,1,Enterprise
Special Needs Registry Owner,1,0,1,Enterprise
Storage Facility Data Acquisition System Owner,1,1,0,Enterprise
Support Maintenance Equipment Owner,0,1,0,Enterprise
Surface Transportation Weather Service Owner,1,1,0,Enterprise
Traffic Management Center Owner,1,1,1,Enterprise
Traffic Regulatory Authority Center Owner,1,0,1,Enterprise
Transit Management Center Owner,1,1,1,Enterprise
Transit Vehicle OBE Owner,1,1,0,Enterprise
Transportation Information Center Owner,1,0,1,Enterprise
Travel Services Provider System Owner,1,0,1,Enterprise
Traveler Card Owner,1,1,0,Enterprise
Traveler Information Voice System Owner,1,0,1,Enterprise
Traveler Support Equipment Owner,1,1,0,Enterprise
Vehicle Location and Time Data Source Owner,1,1,0,Enterprise
Vehicle OBE Owner,1,1,0,Enterprise
Vehicle Service Center Owner,1,1,1,Enterprise
Wayside Equipment Owner,1,1,0,Enterprise
Weather Service System Owner,1,0,0,Enterprise
Wide Area Information Disseminator System Owner,1,0,1,Enterprise
Alerting and Advisory System Supplier,1,0,1,Enterprise
Alternate Mode Transportation Center Supplier,1,1,1,Enterprise
Archived Data System Supplier,1,0,0,Enterprise
Archived Data User System Supplier,1,0,1,Enterprise
Asset Management System Supplier,1,1,0,Enterprise
Authorizing Center Supplier,1,0,1,Enterprise
Basic Commercial Vehicle Supplier,1,1,0,Enterprise
Basic Emergency Vehicle Supplier,1,1,0,Enterprise
Basic Maint and Constr Vehicle Supplier,1,1,0,Enterprise
Basic Transit Vehicle Supplier,1,1,0,Enterprise
Basic Vehicle Supplier,1,1,0,Enterprise
Border Inspection Administration Center Supplier,1,0,1,Enterprise
Border Inspection System Supplier,1,1,0,Enterprise
Care Facility Supplier,0,1,1,Enterprise
Center Supplier,1,1,1,Enterprise
Commercial Vehicle Administration Center Supplier,1,0,1,Enterprise
Commercial Vehicle Check Equipment Supplier,1,1,0,Enterprise
Commercial Vehicle OBE Supplier,1,1,0,Enterprise
Commercial Vehicle Service Provider Center Supplier,1,0,1,Enterprise
Connected Vehicle Roadside Equipment Supplier,1,1,0,Enterprise
Cooperative ITS Credentials Management System Supplier,1,0,1,Enterprise
CVO Information Requestor Center Supplier,1,0,1,Enterprise
Data Distribution System Supplier,1,0,0,Enterprise
DMV Supplier,1,0,1,Enterprise
Driver Identification Card Supplier,1,1,1,Enterprise
Electric Charging Station Supplier,1,1,0,Enterprise
Emergency Management Center Supplier,1,0,1,Enterprise
Emergency Telecommunications System Supplier,1,0,1,Enterprise
Emergency Vehicle OBE Supplier,1,1,0,Enterprise
Emissions Management Center Supplier,1,0,1,Enterprise
Enforcement Center Supplier,1,0,1,Enterprise
Equipment Repair Facility Supplier,0,1,1,Enterprise
Event Promoter System Supplier,1,0,1,Enterprise
Field Supplier,0,1,0,Enterprise
Field Location and Time Data Source Supplier,1,1,0,Enterprise
Field Maintenance Equipment Supplier,0,1,0,Enterprise
Financial Center Supplier,1,0,1,Enterprise
Fleet and Freight Management Center Supplier,1,0,1,Enterprise
Freight Consolidation Station Supplier,0,1,1,Enterprise
Freight Distribution and Logistics Center Supplier,1,1,1,Enterprise
Freight Equipment Supplier,0,1,0,Enterprise
Government Reporting Systems Supplier,1,0,1,Enterprise
Intermodal Customer System Supplier,1,0,1,Enterprise
Intermodal Terminal Supplier,1,1,1,Enterprise
ITS Roadway Equipment Supplier,1,1,0,Enterprise
ITS Roadway Payment Equipment Supplier,1,1,0,Enterprise
Maint and Constr Administrative Systems Supplier,1,0,1,Enterprise
Maint and Constr Management Center Supplier,1,0,1,Enterprise
Maint and Constr Vehicle OBE Supplier,1,1,0,Enterprise
Map Update System Supplier,1,0,0,Enterprise
Media Supplier,1,0,1,Enterprise
Multimodal Crossing Equipment Supplier,1,1,0,Enterprise
Network Time Source Supplier,1,0,0,Enterprise
Object Registration and Discovery System Supplier,1,0,0,Enterprise
On-Board Weight Monitoring Equipment Supplier,1,1,0,Enterprise
Other Archived Data Systems Supplier,1,0,0,Enterprise
Other Authorizing Centers Supplier,1,0,0,Enterprise
Other Commercial Vehicle Service Provider Centers Supplier,1,0,1,Enterprise
Other Connected Vehicle Roadside Equipment Supplier,1,1,0,Enterprise
Other Credentials Management Systems Supplier,1,0,0,Enterprise
Other CV Administration Centers Supplier,1,0,0,Enterprise
Other Data Distribution Systems Supplier,1,0,0,Enterprise
Other Data Sources Supplier,1,0,0,Enterprise
Other Emergency Management Centers Supplier,1,0,1,Enterprise
Other EV OBEs Supplier,1,1,0,Enterprise
Other Freight Distribution and Logistics Centers Supplier,1,0,1,Enterprise
Other ITS Roadway Equipment Supplier,1,1,0,Enterprise
Other Maint and Constr Mgmt Centers Supplier,1,0,1,Enterprise
Other Map Update Systems Supplier,1,0,0,Enterprise
Other MCV OBEs Supplier,1,1,0,Enterprise
Other Parking Management Centers Supplier,1,0,1,Enterprise
Other Payment Administration Centers Supplier,1,0,1,Enterprise
Other Traffic Management Centers Supplier,1,0,1,Enterprise
Other Transit Management Centers Supplier,1,0,1,Enterprise
Other Transportation Information Centers Supplier,1,0,1,Enterprise
Other Vehicle OBEs Supplier,1,1,0,Enterprise
Parking Area Equipment Supplier,1,1,0,Enterprise
Payment Administration Center Supplier,1,0,1,Enterprise
Payment Device Supplier,1,1,0,Enterprise
Personal Information Device Supplier,1,1,1,Enterprise
Personal Location and Time Data Source Supplier,1,0,1,Enterprise
Population and Housing Data System Supplier,1,0,1,Enterprise
Position Corrections Source Supplier,1,0,0,Enterprise
Privacy Protection Gateway Supplier,1,0,1,Enterprise
Public Health System Supplier,1,0,1,Enterprise
Rail Operations Center Supplier,1,0,1,Enterprise
Security Credentials Registry Supplier,1,0,0,Enterprise
Security Monitoring Equipment Supplier,1,1,0,Enterprise
Service Monitor System Supplier,1,0,0,Enterprise
Shelter Provider Center Supplier,1,0,1,Enterprise
Social Media Supplier,1,0,1,Enterprise
Special Needs Registry Supplier,1,0,1,Enterprise
Storage Facility Data Acquisition System Supplier,1,1,0,Enterprise
Support Maintenance Equipment Supplier,0,1,0,Enterprise
Surface Transportation Weather Service Supplier,1,0,0,Enterprise
Traffic Management Center Supplier,1,0,1,Enterprise
Traffic Regulatory Authority Center Supplier,1,0,1,Enterprise
Transit Management Center Supplier,1,0,1,Enterprise
Transit Vehicle OBE Supplier,1,1,0,Enterprise
Transportation Information Center Supplier,1,0,1,Enterprise
Travel Services Provider System Supplier,1,0,1,Enterprise
Traveler Card Supplier,1,1,0,Enterprise
Traveler Information Voice System Supplier,1,1,0,Enterprise
Traveler Support Equipment Supplier,1,1,0,Enterprise
Vehicle Location and Time Data Source Supplier,1,1,0,Enterprise
Vehicle OBE Supplier,1,1,0,Enterprise
Vehicle Service Center Supplier,1,1,0,Enterprise
Wayside Equipment Supplier,1,1,0,Enterprise
Weather Service System Supplier,1,1,0,Enterprise
Wide Area Information Disseminator System Supplier,1,1,0,Enterprise
Alerting and Advisory System Maintainer,1,1,1,Enterprise
Alternate Mode Transportation Center Maintainer,1,1,1,Enterprise
Archived Data System Maintainer,1,1,1,Enterprise
Archived Data User System Maintainer,1,1,1,Enterprise
Asset Management System Maintainer,1,1,1,Enterprise
Authorizing Center Maintainer,1,1,1,Enterprise
Basic Commercial Vehicle Maintainer,1,1,1,Enterprise
Basic Emergency Vehicle Maintainer,1,1,1,Enterprise
Basic Maint and Constr Vehicle Maintainer,1,1,1,Enterprise
Basic Transit Vehicle Maintainer,1,1,1,Enterprise
Basic Vehicle Maintainer,1,1,1,Enterprise
Border Inspection Administration Center Maintainer,1,1,1,Enterprise
Border Inspection System Maintainer,1,1,1,Enterprise
Care Facility Maintainer,1,1,1,Enterprise
Center Maintainer,1,1,1,Enterprise
Commercial Vehicle Administration Center Maintainer,1,1,1,Enterprise
Commercial Vehicle Check Equipment Maintainer,1,1,1,Enterprise
Commercial Vehicle OBE Maintainer,1,1,1,Enterprise
Commercial Vehicle Service Provider Center Maintainer,1,1,1,Enterprise
Connected Vehicle Roadside Equipment Maintainer,1,1,1,Enterprise
Cooperative ITS Credentials Management System Maintainer,1,1,1,Enterprise
CVO Information Requestor Center Maintainer,1,1,1,Enterprise
Data Distribution System Maintainer,1,1,1,Enterprise
DMV Maintainer,1,1,1,Enterprise
Driver Identification Card Maintainer,1,1,1,Enterprise
Electric Charging Station Maintainer,1,1,0,Enterprise
Emergency Management Center Maintainer,1,1,1,Enterprise
Emergency Telecommunications System Maintainer,1,1,1,Enterprise
Emergency Vehicle OBE Maintainer,1,1,0,Enterprise
Emissions Management Center Maintainer,1,1,0,Enterprise
Enforcement Center Maintainer,1,1,1,Enterprise
Equipment Repair Facility Maintainer,1,1,0,Enterprise
Event Promoter System Maintainer,1,0,1,Enterprise
Field Maintainer,1,1,0,Enterprise
Field Location and Time Data Source Maintainer,1,1,0,Enterprise
Field Maintenance Equipment Maintainer,1,1,0,Enterprise
Financial Center Maintainer,1,0,1,Enterprise
Fleet and Freight Management Center Maintainer,1,1,1,Enterprise
Freight Consolidation Station Maintainer,1,1,0,Enterprise
Freight Distribution and Logistics Center Maintainer,1,1,1,Enterprise
Freight Equipment Maintainer,1,1,0,Enterprise
Government Reporting Systems Maintainer,1,0,1,Enterprise
Intermodal Customer System Maintainer,1,0,1,Enterprise
